# We gratefully acknowledge the following Authors from the Originating laboratories responsible for obtaining the specimens, as well as the Submitting laboratories where the genome data were generated and shared via GISAID, on which this research is based.
# All Submitters of data may be contacted directly via www.gisaid.org
Accession ID	Virus Name	Location	Collection Date	Originating Laboratory	Submitting Laboratory	Authors
EPI_ISL_476796	Singapore/27nan/2020	Asia / Singapore / Singapore / 	2020-03-06	Department of Laboratory Medicine, Tan Tock Seng Hospital	Department of Laboratory Medicine, Tan Tock Seng Hospital	Chen YYC et al
EPI_ISL_430837	Thailand/TNIC-1889/2020	Asia / Thailand / Nonthaburi / 	2020-03-03	n/a	Thai National Influenza Center, Department of medical Science, Ministry of Public Health, Thailand	Pilailuk et al
EPI_ISL_427293	Brazil/BA-510/2020	South America / Brazil / Bahia / Feira de Santana	2020-03-06	LACEN-BA - Laboratório Central de Saúde Pública Professor Gonçalo Moniz	Instituto Oswaldo Cruz FIOCRUZ - Laboratory of Respiratory Viruses and Measles (LVRS)	Paola Resende et al
EPI_ISL_417427	Belgium/VI-03027/2020	Europe / Belgium / Brussels / Woluwe-Saint-Pierre	2020-03-02	KU Leuven, Clinical and Epidemiological Virology	KU Leuven, Clinical and Epidemiological Virology	Joan Marti-Carerras et al
EPI_ISL_417749	Iceland/69/2020	Europe / Iceland / Reykjavik / 	2020-03-08	The National University Hospital of Iceland	deCODE genetics	Daniel F Gudbjartsson et al
EPI_ISL_457700	Italy/TAA-AMVRC-2629/2020	Europe / Italy / Trentino-Alto Adige / 	2020-03-06	Department of Infectious Diseases, Istituto Superiore di Sanità, Roma , Italy	Army Medical and Veterinary Research Center	Paola Stefanelli et al
EPI_ISL_459909	Harbin/HRB-26/2020	Asia / China / Heilongjiang / Harbin	2020-03-02	Zoonotic and Exotic infection Diseases Division, Harbin Veterinary Research Institute, CAAS	Zoonotic and Exotic infection Diseases Division, Harbin Veterinary Research Institute, CAAS	Zhigao Bu et al
EPI_ISL_471438	SouthKorea/KCDC2022/2020	Asia / South Korea / South Korea / 	2020-02-18	Division of Viral Diseases, Center for Laboratory Control of Infectious Diseases, Korea Centers for Diseases Control and Prevention	Division of Viral Diseases, Center for Laboratory Control of Infectious Diseases, Korea Centers for Diseases Control and Prevention	Jeong-Min Kim et al
EPI_ISL_471455	SouthKorea/KCDC2049/2020	Asia / South Korea / South Korea / 	2020-02-21	Division of Viral Diseases, Center for Laboratory Control of Infectious Diseases, Korea Centers for Diseases Control and Prevention	Division of Viral Diseases, Center for Laboratory Control of Infectious Diseases, Korea Centers for Diseases Control and Prevention	Jeong-Min Kim et al
EPI_ISL_417146	USA/WA-S93/2020	North America / USA / Washington / King County	2020-02-29	Washington State Department of Health	Seattle Flu Study	Chu etl al et al
EPI_ISL_416325	Shanghai/SH0012/2020	Asia / China / Shanghai / 	2020-02-02	Shanghai Public Health Clinical Center, Shanghai Medical College, Fudan University	National Research Center for Translational Medicine (Shanghai), Ruijin Hospital affiliated to Shanghai Jiao Tong University School of Medicine & Shanghai Public Health Clinical Center	Shengyue Wang et al
EPI_ISL_426428	USA/NC_0025/2020	North America / USA / North Carolina / 	2020-03-08	NC State Laboratory of Public Health	Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention	Krista Queen et al
EPI_ISL_413485	Anhui/SZ005/2020	Asia / China / Anhui / Suzhou	2020-01-24	Department of microbiology laboratory,Anhui Provincial Center for Disease Control and Prevention	Department of microbiology laboratory,Anhui Provincial Center for Disease Control and Prevention	Weiwei Li et al
EPI_ISL_421247	Nanchang/JX149/2020	Asia / China / Jiangxi / Nanchang	2020-01-27	Jiangxi Province Center for Disease Control and Prevention	Jiangxi Province Center for Disease Control and Prevention	JianXiong Li et al
EPI_ISL_468037	Australia/SAP305/2020	Oceania / Australia / South Australia / 	2020-01-30	SA Pathology	SA Pathology	Lex Leong et al
EPI_ISL_424919	USA/MA_3642/2020	North America / USA / Massachusetts / 	2020-03-07	MA State Public Health Laboratory	Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention	Ying Tao et al
EPI_ISL_414497	Germany/NW-HHU-02-1/2020	Europe / Germany / North Rhine Westphalia / Heinsberg District	2020-02-25	Center of Medical Microbiology, Virology, and Hospital Hygiene, University of Duesseldorf	Center of Medical Microbiology, Virology, and Hospital Hygiene, University of Duesseldorf	Ortwin Adams et al
EPI_ISL_493149	Wuhan/0125-A137/2020	Asia / China / Hubei / Wuhan	2020-01-25	National Virus Resource Center, Chinese Academy of Sciences, Wuhan 430071, China	Computational Virology Group, Center for Bacteria and Viruses Resources and Bioinformation, Wuhan Institute of Virology, Chinese Academy of Sciences，Wuhan 430071, China	Jianjun Chen et al
EPI_ISL_497954	SouthKorea/KCDC2033/2020	Asia / South Korea / South Korea / 	2020-02-20	Division of Viral Diseases, Center for Laboratory Control of Infectious Diseases, Korea Centers for Diseases Control and Prevention	Division of Viral Diseases, Center for Laboratory Control of Infectious Diseases, Korea Centers for Diseases Control and Prevention	Jeong-Min Kim et al
EPI_ISL_451357	Sichuan/SC-PHCC1-036/2020	Asia / China / Sichuan / 	2020-02-03	West China Hospital of Sichuan University	State Key Laboratory of Biotherapy of Sichuan University	Baowen Du et al
EPI_ISL_414041	England/200690245/2020	Europe / United Kingdom / England / 	2020-02-08	Respiratory Virus Unit, Microbiology Services Colindale, Public Health England	Respiratory Virus Unit, Microbiology Services Colindale, Public Health England	Monica Galiano et al
EPI_ISL_480056	Japan/PG-0387/2020	Asia / Japan / Chubu / 	2020-03-04	Nagoya City Public Health Research Institute	Pathogen Genomics Center, National Institute of Infectious Diseases	Tsuyoshi Sekizuka et al
EPI_ISL_416614	Japan/DP0687/2020	Asia / Japan / Japan / 	2020-02-17	Japanese Quarantine Stations	Pathogen Genomics Center, National Institute of Infectious Diseases	Tsuyoshi Sekizuka et al
EPI_ISL_416581	Japan/DP0190/2020	Asia / Japan / Japan / 	2020-02-15	Japanese Quarantine Stations	Pathogen Genomics Center, National Institute of Infectious Diseases	Tsuyoshi Sekizuka et al
EPI_ISL_509505	Australia/NSW2153/2020	Oceania / Australia / New South Wales / 	2020-01-25	Area of Virology, Serology and Virology Division (SAViD), New South Wales Health Pathology Randwick	Area of Virology, Serology and Virology Division (SAViD), New South Wales Health Pathology Randwick	Rawlinson et al
EPI_ISL_416625	Japan/DP0765/2020	Asia / Japan / Japan / 	2020-02-17	Japanese Quarantine Stations	Pathogen Genomics Center, National Institute of Infectious Diseases	Tsuyoshi Sekizuka et al
EPI_ISL_460366	USA/MA-MGH-00430/2020	North America / USA / Massachusetts / 	2020-03-07	Massachusetts General Hospital	Infectious Disease Program, Broad Institute of Harvard and MIT	Lemieux et al
EPI_ISL_447842	USA/IA-CDC-8200/2020	North America / USA / Iowa / 	2020-03-07	IA State Hygienic Laboratory	Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention	Krista Queen et al
EPI_ISL_464295	England/201021557/2020	Europe / United Kingdom / England / 	2020-03-03	Respiratory Virus Unit, Microbiology Services Colindale, Public Health England	Respiratory Virus Unit, Microbiology Services Colindale, Public Health England	PHE Covid Sequencing Team et al
EPI_ISL_429348	Denmark/ALAB-SSI119/2020	Europe / Denmark / Denmark / 	2020-03-08	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark, Artillerivej 5, 2300 Copenahgen S	Albertsen lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Rasmus Kirkegaard et al
EPI_ISL_447845	USA/PR-CDC-3578/2020	North America / USA / Puerto Rico / 	2020-03-08	PR - Biological and Chemical Emergencies Lab Office of Public Health Preparedness and Response	Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention	Krista Queen et al
EPI_ISL_410716	Singapore/10/2020	Asia / Singapore / Singapore / Singapore	2020-02-04	National Public Health Laboratory, National Centre for Infectious Diseases	National Centre for Infectious Diseases, National Centre for Infectious Diseases	Octavia S et al
EPI_ISL_416336	Shanghai/SH0027/2020	Asia / China / Shanghai / 	2020-02-01	Shanghai Public Health Clinical Center, Shanghai Medical College, Fudan University	National Research Center for Translational Medicine (Shanghai), Ruijin Hospital affiliated to Shanghai Jiao Tong University School of Medicine & Shanghai Public Health Clinical Center	Shengyue Wang et al
EPI_ISL_535718	Canada/QC-LSPQ-L00213013/2020	North America / Canada / Quebec / 	2020-03-01	Hôpital Pierre-Boucher	Laboratoire de santé publique du Québec	Sandrine Moreira et al
EPI_ISL_420105	Singapore/28/2020	Asia / Singapore / Singapore / Singapore	2020-03-06	National Centre for Infectious Diseases	Programme in Emerging Infectious Diseases, Duke-NUS Medical School	Danielle E Anderson et al
EPI_ISL_455892	Sweden/20-50254/2020	Europe / Sweden / Stockholm / 	2020-03-07	Karolinska Universitetslaboratoriet	The Public Health Agency of Sweden	Anna-Malin Linde et al
EPI_ISL_413520	Beijing/233/2020	Asia / China / Beijing / 	2020-01-28	Infectious Disease Control Center, Center for Disease Control and Prevention of PLA	Infectious Disease Control Center, Center for Disease Control and Prevention of PLA	Li et al
EPI_ISL_417071	USA/WA-S18/2020	North America / USA / Washington / King County	2020-03-03	Washington State Department of Health	Seattle Flu Study	Chu etl al et al
EPI_ISL_452357	Beijing/DT-WH02/2020	Asia / China / Beijing / 	2020-02-04	Laboratory of Infectious Diseases Center of Beijing Ditan Hospital	Laboratory of Infectious Diseases Center of Beijing Ditan Hospital	Siyuan Yang et al
EPI_ISL_429339	Denmark/ALAB-SSI107/2020	Europe / Denmark / Denmark / 	2020-03-07	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark, Artillerivej 5, 2300 Copenahgen S	Albertsen lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Rasmus Kirkegaard et al
EPI_ISL_413563	USA/WA12-UW8/2020	North America / USA / Washington / 	2020-03-03	UW Virology Lab	UW Virology Lab	Pavitra Roychoudhury et al
EPI_ISL_414435	Netherlands/Utrecht_1/2020	Europe / Netherlands / Utrecht / 	2020-03-03	Dutch COVID-19 response team	Erasmus Medical Center	David Nieuwenhuijse et al
EPI_ISL_416465	USA/WA-S10/2020	North America / USA / Washington / King County	2020-02-29	Seattle Flu Study	Seattle Flu Study	Chu et al et al
EPI_ISL_500400	Spain/RI-IBV-005966/2020	Europe / Spain / La Rioja / Logrono	2020-03-07	Centro de Investigación Biomédica de La Rioja - Hospital San Pedro Logroño	SeqCOVID-SPAIN consortium/IBV(CSIC)	María de Toro et al
EPI_ISL_421254	Shangrao/JX1178/2020	Asia / China / Jiangxi / Shangrao	2020-02-03	Jiangxi Province Center for Disease Control and Prevention	Jiangxi Province Center for Disease Control and Prevention	JianXiong Li et al
EPI_ISL_419737	Australia/VIC18/2020	Oceania / Australia / Victoria / 	2020-03-07	Victorian Infectious Diseases Reference Laboratory (VIDRL)	Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute	Caly L. et al
EPI_ISL_417133	USA/WA-S80/2020	North America / USA / Washington / King County	2020-03-05	Washington State Department of Health	Seattle Flu Study	Chu etl al et al
EPI_ISL_414577	Chile/Talca-1/2020	South America / Chile / Talca / 	2020-03-02	Hospital de Talca, Chile	Instituto de Salud Publica de Chile	Andrés E. Castillo et al
EPI_ISL_455374	Wuhan/HB-WH2-162/2020	Asia / China / Hubei / Wuhan	2020-02-10	Wuhan Chain Medical Labs (CMLabs)	State Key Laboratory of Biotherapy of Sichuan University	Baowen Du et al
EPI_ISL_464168	England/20072030304/2020	Europe / United Kingdom / England / 	2020-02-09	Respiratory Virus Unit, Microbiology Services Colindale, Public Health England	Respiratory Virus Unit, Microbiology Services Colindale, Public Health England	PHE Covid Sequencing Team et al
EPI_ISL_429095	Guangzhou/GZMU0050/2020	Asia / China / Guangdong / Guangzhou	2020-02-08	The First Affiliated Hospital of Guangzhou Medical University	BGI-shenzhen & The First Affiliated Hospital of Guangzhou Medical University	 et al
EPI_ISL_418010	Portugal/PT0025/2020	Europe / Portugal / Portugal / 	2020-03-03	CHULC - H Curry Cabral	Instituto Nacional de Saude (INSA)	Guiomar et al et al
EPI_ISL_438002	Austria/CeMM0156/2020	Europe / Austria / Italian cruise ship / 	2020-03-03	Center for Virology, Medical University of Vienna	Bergthaler laboratory, CeMM Research Center for Molecular Medicine of the Austrian Academy of Sciences	Alexandra Popa et al
EPI_ISL_421235	Hangzhou/HZCDC0013/2020	Asia / China / Zhejiang / Hangzhou	2020-01-20	Hangzhou Center for Diseases Control and Prevention	Hangzhou Center for Diseases Control and Prevention	Jun Li et al
EPI_ISL_411954	USA/CA7/2020	North America / USA / California / 	2020-02-06	California Department of Public Health	Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention	Krista Queen et al
EPI_ISL_495663	USA/WA-S1488/2020	North America / USA / Washington / King County	2020-03-08	Seattle Flu Study	Seattle Flu Study	Deborah A. Nickerson et al
EPI_ISL_416431	Vietnam/CM296/2020	Asia / Vietnam / Red River Delta / Hanoi	2020-03-06	National Influenza Center, National Institute of Hygiene and Epidemiology (NIHE)	National Influenza Center, National Institute of Hygiene and Epidemiology (NIHE)	Le Quynh Mai et al
EPI_ISL_410715	Singapore/9/2020	Asia / Singapore / Singapore / Singapore	2020-02-04	National Public Health Laboratory, National Centre for Infectious Diseases	National Public Health Laboratory, National Centre for Infectious Diseases	Octavia S et al
EPI_ISL_524483	Switzerland/ZH-UZH-1000478869/2020	Europe / Switzerland / Zürich / 	2020-03-04	Division of Infectious Diseases, University Hospital Zürich	Institute of Medical Virology, University of Zurich	Verena Kufner et al
EPI_ISL_415648	Denmark/SSI-104/2020	Europe / Denmark / Denmark / 	2020-03-03	Department of Virus and Microbiological Special diagnostics, Statens Serum Institut, Copenhagen, Denmark.	ViFU	Morten Rasmussen et al
EPI_ISL_454436	Sweden/20-08040/2020	Europe / Sweden / Halland / 	2020-03-07	Halmstad klinisk mikrobiologi	The Public Health Agency of Sweden	Anna-Malin Linde et al
EPI_ISL_454449	Sweden/20-08072/2020	Europe / Sweden / Stockholm / 	2020-03-03	Karolinska Universitetslaboratoriet	The Public Health Agency of Sweden	Anna-Malin Linde et al
EPI_ISL_506947	SouthKorea/KCDC2153/2020	Asia / South Korea / South Korea / 	2020-02-24	Division of Viral Diseases, Center for Laboratory Control of Infectious Diseases, Korea Centers for Diseases Control and Prevention	Division of Viral Diseases, Center for Laboratory Control of Infectious Diseases, Korea Centers for Diseases Control and Prevention	Jeong-Min Kim et al
EPI_ISL_410301	Nepal/61/2020	Asia / Nepal / Kathmandu / Kathmandu	2020-01-13	National Influenza Centre, National Public Health Laboratory, Kathmandu, Nepal	The University of Hong Kong	Ranjit Sah et al
EPI_ISL_417088	USA/WA-S35/2020	North America / USA / Washington / 	2020-03-02	Washington State Department of Health	Seattle Flu Study	Chu etl al et al
EPI_ISL_451312	Sichuan/SC-GA-061/2020	Asia / China / Sichuan / 	2020-01-26	West China Hospital of Sichuan University	State Key Laboratory of Biotherapy of Sichuan University	Baowen Du et al
EPI_ISL_428679	Spain/MD-H12-LP23-5852/2020	Europe / Spain / Madrid / 	2020-03-08	Hospital Universitario La Paz	Hospital Universitario 12 de Octubre	Elias Dahdouh et al
EPI_ISL_417100	USA/WA-S47/2020	North America / USA / Washington / Snohomish County	2020-02-29	Washington State Department of Health	Seattle Flu Study	Chu etl al et al
EPI_ISL_497797	HongKong/HKU-200723-030/2020	Asia / Hong Kong / Hong Kong / 	2020-01-29	Department of Microbiology, The University of Hong Kong	Department of Microbiology, The University of Hong Kong	Kelvin K.W. To et al
EPI_ISL_451381	Sichuan/SC-WCH-311/2020	Asia / China / Sichuan / 	2020-01-27	West China Hospital of Sichuan University	State Key Laboratory of Biotherapy of Sichuan University	Baowen Du et al
EPI_ISL_402121	Wuhan/IVDC-HB-05/2019	Asia / China / Hubei / Wuhan	2019-12-30	National Institute for Viral Disease Control and Prevention, China CDC	National Institute for Viral Disease Control and Prevention, China CDC	Wenjie Tan et al
EPI_ISL_452364	Beijing/DT-BJ04/2020	Asia / China / Beijing / 	2020-02-05	Laboratory of Infectious Diseases Center of Beijing Ditan Hospital	Laboratory of Infectious Diseases Center of Beijing Ditan Hospital	Siyuan Yang et al
EPI_ISL_481375	SouthKorea/KCDC2055/2020	Asia / South Korea / South Korea / 	2020-02-22	Division of Viral Diseases, Center for Laboratory Control of Infectious Diseases, Korea Centers for Diseases Control and Prevention	Division of Viral Diseases, Center for Laboratory Control of Infectious Diseases, Korea Centers for Diseases Control and Prevention	Jeong-Min Kim et al
